Ref#,Prefix,Property Name,Status,Request Type,Restricted Address,Acreage of Property,Area of Significance,Category of Property,State,City ,County,Street & Number,External Link,Listed Date,NHL Designated Date,Other Names,Park Name,Property ID
66000904,,Hull-Rust-Mahoning Open Pit Iron Mine,Listed,Single,FALSE,0, INDUSTRY; COMMERCE,STRUCTURE,MINNESOTA,Hibbing,St. Louis,"3rd Ave., E.",https://catalog.archives.gov/id/93201293,11/13/1966,11/13/1966,,,66000904
66000403,,Kathio Site,Listed,Single,TRUE,13000, PREHISTORIC; HISTORIC - ABORIGINAL,DISTRICT,MINNESOTA,Vineland and vicinity,Mille Lacs,Address Restricted,,10/15/1966,07/19/1964, Kathio Archeological District;Mille-Lacs--Kathio State Park;,,66000403
66000406,,"Kelley, Oliver H., Homestead",Listed,Single,FALSE,189, SOCIAL HISTORY; AGRICULTURE,DISTRICT,MINNESOTA,Elk River,Sherburne,2 mi. SE of Elk River on U.S. 10,https://catalog.archives.gov/id/93202870,10/15/1966,07/19/1964, Oliver H. Kelley Farm,,66000406
74001035,,"Kellogg, Frank B., House",Listed,Single,FALSE,0.9, POLITICS/GOVERNMENT; ARCHITECTURE; SOCIAL HISTORY,BUILDING,MINNESOTA,St. Paul,Ramsey,633 Fairmount Ave.,https://catalog.archives.gov/id/93202636,11/06/1974,12/08/1976,,,74001035
68000027,,"Lewis, Sinclair, Boyhood Home",Listed,Single,FALSE,0.9, LITERATURE,BUILDING,MINNESOTA,Sauk Centre,Stearns,812 Sinclair Lewis Ave.,https://catalog.archives.gov/id/93201295,05/23/1968,05/23/1968,,,68000027
70000303,,"Lindbergh, Charles A., House and Park",Listed,Single,FALSE,17, TRANSPORTATION; POLITICS/GOVERNMENT,BUILDING,MINNESOTA,Little Falls,Morrison,1620 Linbergh Dr. S,https://catalog.archives.gov/id/93202307,11/20/1970,12/08/1976, Charles A. Lindbergh State Park and Lindbergh House;Charles,,70000303
69000075,,Mayo Clinic Buildings,Listed,Single,FALSE,0.9, SCIENCE; INVENTION,BUILDING,MINNESOTA,Rochester,Olmsted,110 and 115 2nd Ave.,,08/04/1969,08/04/1969, Mayo Clinic,,69000075
68000052,,Mountain Iron Mine,Listed,Single,FALSE,240, INDUSTRY,SITE,MINNESOTA,Mountain Iron,St. Louis,N of Mountain Iron,https://catalog.archives.gov/id/93201291,11/24/1968,11/24/1968, Mountain Iron Pit Reservoir,,68000052
71000441,,National Farmers' Bank,Listed,Single,FALSE,0.9, COMMERCE; ARCHITECTURE,BUILDING,MINNESOTA,Owatonna,Steele,101 N. Cedar St.,https://catalog.archives.gov/id/93203103,08/26/1971,01/07/1976, Northwestern National Bank of Owatonna;National Farmers' Ban,,71000441
78001547,,Peavey-Haglin Experimental Concrete Grain Elevator,Listed,Single,FALSE,0.9, ENGINEERING,STRUCTURE,MINNESOTA,St. Louis Park,Hennepin,Jct. MN 7 and MN 100,https://catalog.archives.gov/id/93201991,12/19/1978,12/21/1981, Nordic-Ware Tower,,78001547
66000402,,Pillsbury A Mill,Listed,Single,FALSE,0.9, INDUSTRY,BUILDING,MINNESOTA,Minneapolis,Hennepin,301 Main St. SE,https://catalog.archives.gov/id/93201997,11/13/1966,11/13/1966,,,66000402
76001046,,Rabideau Civilian Conservation Corps (CCC) Camp,Listed,Single,FALSE,18.8, CONSERVATION,DISTRICT,MINNESOTA,Blackduck,Beltrami,"Off Co. Hwy. 39 in Chippewa National Forest, Taylor Township",https://catalog.archives.gov/id/93201370,06/16/1976,02/17/2006,,,76001046
69000078,,"Rolvaag, O. E., House",Listed,Single,FALSE,0.9, LITERATURE,BUILDING,MINNESOTA,Northfield,Rice,311 Manitou St.,https://catalog.archives.gov/id/93201285,08/04/1969,08/04/1969,,,69000078
66000905,,Soudan Iron Mine,Listed,Single,FALSE,301, INDUSTRY,SITE,MINNESOTA,Tower,St. Louis,Tower-Soudan State Park,https://catalog.archives.gov/id/93201289,11/13/1966,11/13/1966,,,66000905
69000073,,Split Rock Light Station,Listed,Single,FALSE,7.6, ARCHITECTURE; MARITIME HISTORY,DISTRICT,MINNESOTA,Two Harbors,Lake,3713 Split Rock Lighthouse Rd.,https://catalog.archives.gov/id/93202200,06/23/1969,06/23/2011, Split Rock Lighthouse; Split Rock Lighthouse State Park,,69000073
80000409,MP,St. Croix Boom Company House and Barn,Listed,Multiple,FALSE,1, INDUSTRY,BUILDING,MINNESOTA,Stillwater,Washington,NE of Stillwater at 9666 N. St. Croix Trail,https://catalog.archives.gov/id/93201178,06/03/1980,11/13/1966,,Saint Croix,80000409
66000407,MP,St. Croix Boom Site,Listed,Multiple,FALSE,0, INDUSTRY,SITE,MINNESOTA,Stillwater,Washington,3 mi. N of Stillwater on St. Croix River,https://catalog.archives.gov/id/93201299,11/13/1966,11/13/1966,,,66000407
97001261,,St. Croix Recreational Demonstration Area,Listed,Single,FALSE,34047, LANDSCAPE ARCHITECTURE; ARCHITECTURE; CONSERVATION; POLITICS/GOVERNMENT,DISTRICT,MINNESOTA,Hinckley,Pine,20 mi. E of Hinckley off MN 48,https://catalog.archives.gov/id/93201275,09/25/1997,09/25/1997, St. Croix State Park,,97001261
75001024,,Veblen Farmstead,Listed,Single,FALSE,10, ECONOMICS; LITERATURE; POLITICS/GOVERNMENT,BUILDING,MINNESOTA,Nerstrand,Rice,NE of Nerstrand off MN 246,https://catalog.archives.gov/id/93202844,06/30/1975,12/21/1981, Thornsten Veblen Farm,,75001024
74001046,,"Volstead, Andrew John, House",Listed,Single,FALSE,0.9, POLITICS/GOVERNMENT; SOCIAL HISTORY,BUILDING,MINNESOTA,Granite Falls,Yellow Medicine,163 9th Ave.,https://catalog.archives.gov/id/93203355,12/30/1974,12/08/1976,,,74001046
83004388,,Washburn A Mill Complex,Listed,Single,FALSE,0, INDUSTRY; AGRICULTURE,DISTRICT,MINNESOTA,Minneapolis,Hennepin,"1st St., S. at Portland Ave.",https://catalog.archives.gov/id/93201262,05/04/1983,05/04/1983,,,83004388
74001064,,Ammadelle,Listed,Single,FALSE,7, ARCHITECTURE,BUILDING,MISSISSIPPI,Oxford,Lafayette,637 N. Lamar St.,https://catalog.archives.gov/id/73890580,05/30/1974,05/30/1974,,,74001064
93001606,,Anna Site,Listed,Single,TRUE,25, PREHISTORIC,SITE,MISSISSIPPI,Natchez,Adams,Address Restricted,,09/14/1993,09/14/1993," Voucherie,Lewis,Robson,Stowers;22-Ad-500",,93001606
73000999,,Arlington,Listed,Single,FALSE,55, ARCHITECTURE,BUILDING,MISSISSIPPI,Natchez,Adams,Main St.,https://catalog.archives.gov/id/73890765,12/12/1973,05/30/1974,,,73000999
74001047,,Auburn,Listed,Single,FALSE,4.2, ARCHITECTURE,BUILDING,MISSISSIPPI,Natchez,Adams,Duncan Park,https://catalog.archives.gov/id/73890553,05/30/1974,05/30/1974,,,74001047
71000448,,Beauvoir,Listed,Single,FALSE,87, MILITARY; POLITICS/GOVERNMENT,BUILDING,MISSISSIPPI,Biloxi,Harrison,200 W. Beach Blvd.,https://catalog.archives.gov/id/73891196,09/03/1971,11/07/1973, Jefferson Davis Shrine;Jefferson Davis House,,71000448
71000450,,Champion Hill Battlefield,Listed,Single,FALSE,4000, MILITARY,DISTRICT,MISSISSIPPI,Bolton,Hinds,4 mi. SW of Bolton,https://catalog.archives.gov/id/73891359,10/07/1971,05/05/1977,,,71000450
74002252,,Commercial Bank and Banker's House,Listed,Single,FALSE,0.2, ARCHITECTURE,BUILDING,MISSISSIPPI,Natchez,Adams,206 Main St. and 107 Canal St.,https://catalog.archives.gov/id/73890545,05/30/1974,05/30/1974," First Church of Christ,Scientist, and Banker's House",,74002252
73001024,,Dancing Rabbit Creek Treaty Site,Listed,Single,TRUE,25, PREHISTORIC; POLITICS/GOVERNMENT,SITE,MISSISSIPPI,Macon,Noxubee,Address Restricted,,04/03/1973,06/19/1996,,,73001024
72000684,,Dunleith,Listed,Single,FALSE,40, COMMERCE; ARCHITECTURE; SOCIAL HISTORY,BUILDING,MISSISSIPPI,Natchez,Adams,84 Homochitto St.,https://catalog.archives.gov/id/73890737,09/14/1972,12/02/1974, Routhlands,,72000684
88002618,,Emerald Mound Site (22AD504),Listed,Single,TRUE,8, PREHISTORIC; HISTORIC - ABORIGINAL,SITE,MISSISSIPPI,Stanton,Adams,Address Restricted,,11/18/1988,12/20/1989, 22-AD-504;Selzertown Mound,Natchez Trace,88002618
100000791,NL,"Evers, Medgar, House",Listed,NHL,FALSE,0.9, BLACK; SOCIAL HISTORY,building,MISSISSIPPI,Jackson,Hinds,2332 Margaret Walker Alexander Dr.,,,12/23/2016,,,00001459
68000028,,"Faulkner, William, House",Listed,Single,FALSE,31.3, LITERATURE,BUILDING,MISSISSIPPI,Oxford,Lafayette,Old Taylor Rd.,https://catalog.archives.gov/id/73890584,05/23/1968,05/23/1968, Rowan Oak,,68000028
00000263,,Fort St. Pierre Site,Listed,Single,TRUE,3, HISTORIC - NON-ABORIGINAL; MILITARY; EXPLORATION/SETTLEMENT,SITE,MISSISSIPPI,Vicksburg,Warren,Address Restricted,https://catalog.archives.gov/id/73890594,02/16/2000,02/16/2000, Fort St. Peter; Fort St. Claude des Yasous; Yazoo Post; Site 23-M-5,,00000263
66000408,,Grand Village of the Natchez Indians,Listed,Single,FALSE,10, HISTORIC - ABORIGINAL,SITE,MISSISSIPPI,Natchez,Adams,3 mi. SE of Natchez,https://catalog.archives.gov/id/73890533,10/15/1966,07/19/1964, Fatherland Plantation Site,,66000408
75001051,,Hester-Standifer Creek Site,Listed,Single,TRUE,6, PREHISTORIC,SITE,MISSISSIPPI,Amory,Monroe,Address Restricted,,06/05/1975,01/03/2001,,,75001051
87000863,,Highland Park Dentzel Carousel and Shelter Building,Listed,Single,FALSE,0.9, ENTERTAINMENT/RECREATION,STRUCTURE,MISSISSIPPI,Meridian,Lauderdale,Highland Park,https://catalog.archives.gov/id/73890588,02/27/1987,02/27/1987, See Also:Highland Park,,87000863
66000412,,Holly Bluff Site,Listed,Single,TRUE,50, PREHISTORIC,SITE,MISSISSIPPI,Holly Bluff,Yazoo,Address Restricted,,10/15/1966,07/19/1964, Lake George Site,,66000412
74001050,,House on Ellicott's Hill,Listed,Single,FALSE,1.5, ARCHITECTURE,BUILDING,MISSISSIPPI,Natchez,Adams,N. Canal and Jefferson Sts.,https://catalog.archives.gov/id/73890541,05/30/1974,05/30/1974, Connelly's Tavern;James Moore House,,74001050
73001017,,Jaketown Site,Listed,Single,TRUE,200, PREHISTORIC,SITE,MISSISSIPPI,Belzoni,Humphreys,Address Restricted,,06/19/1973,12/14/1990,,,73001017
75001048,,"Lamar, Lucius Quintus Cincinnatus, House",Listed,Single,FALSE,2, POLITICS/GOVERNMENT,BUILDING,MISSISSIPPI,Oxford,Lafayette,616 N. 14th St.,https://catalog.archives.gov/id/73890586,05/15/1975,05/15/1975,,,75001048
88000236,,"Lee, Frances, Mound Group (22HO654)",Listed,Single,TRUE,20, PREHISTORIC,SITE,MISSISSIPPI,Tchula,Holmes,Address Restricted,,04/06/1988,06/21/1990, 22HO654,,88000236
69000079,,Longwood,Listed,Single,FALSE,86.1, ARCHITECTURE,BUILDING,MISSISSIPPI,Natchez,Adams,1.5 mi. SE of Natchez,https://catalog.archives.gov/id/73890537,12/16/1969,12/16/1969, Nutt's Folly,,69000079
08001092,,Lyceum-The Circle Historic District,Listed,Single,FALSE,10, EDUCATION; POLITICS/GOVERNMENT; LAW; SOCIAL HISTORY; BLACK,DISTRICT,MISSISSIPPI,Oxford,Lafayette,"University Circle, University of Mississippi",https://catalog.archives.gov/id/73890582,10/06/2008,10/06/2008,,,08001092
76001102,,"McLaran, Charles, House",Listed,Single,FALSE,0.5, ARCHITECTURE,BUILDING,MISSISSIPPI,Columbus,Lowndes,"514 2nd St., S.",https://catalog.archives.gov/id/73891695,12/12/1976,01/03/2001, Riverview,,76001102
74002253,,Melrose,Listed,Single,FALSE,56.1, ARCHITECTURE,BUILDING,MISSISSIPPI,Natchez,Adams,Melrose Ave.,https://catalog.archives.gov/id/73890543,05/30/1974,05/30/1974,,,74002253
69000085,,Mississippi Governor's Mansion,Listed,Single,FALSE,2.4, LANDSCAPE ARCHITECTURE; POLITICS/GOVERNMENT; ARCHITECTURE,BUILDING,MISSISSIPPI,Jackson,Hinds,316 E. Capitol St.,https://catalog.archives.gov/id/73891313,11/25/1969,04/24/1975, See Also:Smith Park Architectural District,,69000085
69000086,,Mississippi State Capitol,Listed,Single,FALSE,11.2, POLITICS/GOVERNMENT; ARCHITECTURE,BUILDING,MISSISSIPPI,Jackson,Hinds,"500 Mississippi St., north side, between N. President and N. West Sts.",https://catalog.archives.gov/id/73891309,11/25/1969,10/31/2016, New Capitol,,69000086
73001001,,Monmouth,Listed,Single,FALSE,38, MILITARY; HEALTH/MEDICINE; POLITICS/GOVERNMENT; ARCHITECTURE,BUILDING,MISSISSIPPI,Natchez,Adams,E. Franklin St. and Melrose Ave.,https://catalog.archives.gov/id/73890777,04/26/1973,06/07/1988,,,73001001
76001092,,"Montgomery, I. T., House",Listed,Single,FALSE,0.9, COMMUNITY PLANNING AND DEVELOPMENT; BLACK; EXPLORATION/SETTLEMENT; SOCIAL HISTORY,BUILDING,MISSISSIPPI,Mound Bayou,Bolivar,W. Main St.,https://catalog.archives.gov/id/73890559,05/11/1976,05/11/1976,,,76001092
74001057,,Oakland Chapel,Listed,Single,FALSE,0.9, BLACK; EDUCATION; ARCHITECTURE,BUILDING,MISSISSIPPI,Alcorn,Claiborne,Alcorn State University campus,https://catalog.archives.gov/id/73890992,12/27/1974,05/11/1976," Oakland Memorial Chapel,Alcorn University",,74001057
68000029,,"Old Courthouse, Warren County",Listed,Single,FALSE,0, MILITARY; ARCHITECTURE,BUILDING,MISSISSIPPI,Vicksburg,Warren,Court Sq.,https://catalog.archives.gov/id/73890596,05/23/1968,05/23/1968,,,68000029
69000087,,Old State Capitol,Listed,Single,FALSE,1.5, POLITICS/GOVERNMENT; ARCHITECTURE,BUILDING,MISSISSIPPI,Jackson,Hinds,100 N. State St.,https://catalog.archives.gov/id/73891323,11/25/1969,12/14/1990," Mississippi State Capitol,Old",,69000087
70000319,,Pemberton's Headquarters,Listed,Single,FALSE,0.5, MILITARY; POLITICS/GOVERNMENT; ARCHITECTURE,BUILDING,MISSISSIPPI,Vicksburg,Warren,1018 Crawford St.,https://catalog.archives.gov/id/73892159,07/23/1970,12/08/1976, Willis-Cowan House,,70000319
05000461,,Port Gibson Battle Site,Listed,Single,FALSE,,,SITE,MISSISSIPPI,Port Gibson,Claiborne,West of Port Gibson,https://catalog.archives.gov/id/73890563,04/05/2005,04/05/2005,,,05000461
85002805,,Rocket Propulsion Test Complex,Listed,Single,FALSE,0.9, OTHER; ENGINEERING; TRANSPORTATION,STRUCTURE,MISSISSIPPI,Bay St. Louis,Hancock,National Space Technology Laboratories (NSTL),https://catalog.archives.gov/id/73890567,10/03/1985,10/03/1985," A-1/A-2, B-1/B-2 Test Stands",,85002805
77000781,,Rosalie,Listed,Single,FALSE,6.5, MILITARY; ARCHITECTURE,BUILDING,MISSISSIPPI,Natchez,Adams,100 Orleans St.,https://catalog.archives.gov/id/73890775,08/16/1977,01/19/1989,,,77000781
91001050,,Siege and Battle of Corinth,Listed,Single,FALSE,0,,DISTRICT,MISSISSIPPI,Corinth,Alcorn,Various locations in and around the town of Corinth,https://catalog.archives.gov/id/73890557,05/06/1991,05/06/1991,,,91001050
74002254,,Stanton Hall,Listed,Single,FALSE,2, ARCHITECTURE,BUILDING,MISSISSIPPI,Natchez,Adams,High St. between Pearl and Commerce Sts.,https://catalog.archives.gov/id/73890539,05/30/1974,05/30/1974, Belfast,,74002254
73001004,,Waverley,Listed,Single,FALSE,37, COMMERCE; ARCHITECTURE,BUILDING,MISSISSIPPI,West Point,Clay,10 mi. E of West Point,https://catalog.archives.gov/id/73891008,09/20/1973,05/30/1974, Waverly,,73001004
02001388,,"Welty, Eudora, House",Listed,Single,FALSE,0.9, LITERATURE,BUILDING,MISSISSIPPI,Jackson,Hinds,1119 Pinehurst St.,https://catalog.archives.gov/id/73891357,11/21/2002,08/18/2004,,,02001388
73001031,,Winterville Site,Listed,Single,TRUE,53, PREHISTORIC,SITE,MISSISSIPPI,Greenville,Washington,Address Restricted,,08/17/1973,09/14/1993,,,73001031
66000945,,Anheuser-Busch Brewery,Listed,Single,FALSE,142, INDUSTRY,DISTRICT,MISSOURI,St. Louis (Independent City),St. Louis,721 Pestalozzi St.,https://catalog.archives.gov/id/63818186,11/13/1966,11/13/1966,,,66000945
66000422,,Arrow Rock,Listed,Single,FALSE,260, EXPLORATION/SETTLEMENT,DISTRICT,MISSOURI,Arrow Rock,Saline,Arrow Rock State Park,https://catalog.archives.gov/id/63820090,10/15/1966,05/23/1963,,,66000422
66000423,,"Bingham, George Caleb, House",Listed,Single,FALSE,0.9, ART,BUILDING,MISSOURI,Arrow Rock,Saline,1st and High Sts. in Arrow Rock State Park,https://catalog.archives.gov/id/63818164,10/15/1966,12/21/1965,,,66000423
69000305,,"Bolduc, Louis, House",Listed,Single,FALSE,0.9, EXPLORATION/SETTLEMENT; ARCHITECTURE,BUILDING,MISSOURI,Ste. Genevieve,Ste. Genevieve,123 S. Main St.,https://catalog.archives.gov/id/63821139,04/16/1969,04/15/1970,,,69000305
66000425,,Carrington Osage Village Site,Listed,Single,TRUE,17, HISTORIC - ABORIGINAL,SITE,MISSOURI,Nevada,Vernon,Address Restricted,,10/15/1966,07/19/1964,,,66000425
90000345,,Christ Church Cathedral,Listed,Single,FALSE,0.9, ARCHITECTURE,BUILDING,MISSOURI,St. Louis (Independent City),St. Louis,1210 Locust St.,https://catalog.archives.gov/id/63818174,03/07/1990,10/12/1994,,,90000345
76001114,,"Clark, James Beauchamp, House",Listed,Single,FALSE,0.9, POLITICS/GOVERNMENT,BUILDING,MISSOURI,Bowling Green,Pike,204 E. Champ Clark Dr.,https://catalog.archives.gov/id/63818161,12/08/1976,12/08/1976," James Beauchamp ""Champ"" Clark House;Honey Shuck",,76001114
66000946,,Eads Bridge,Listed,Single,FALSE,6.7, ENGINEERING; TRANSPORTATION,STRUCTURE,MISSOURI,St. Louis (Independent City),St. Louis,Spanning the Mississippi River at Washington St.,https://catalog.archives.gov/id/28891650,10/15/1966,01/29/1964,,,66000946
76002234,,"Erlanger, Joseph, House",Listed,Single,FALSE,0.9, SCIENCE,BUILDING,MISSOURI,St. Louis (Independent City),St. Louis,5127 Waterman Blvd.,https://catalog.archives.gov/id/63818194,12/08/1976,12/08/1976,,,76002234
75002137,,"Field, Eugene, House",Listed,Single,FALSE,3, COMMUNITY PLANNING AND DEVELOPMENT; LITERATURE; POLITICS/GOVERNMENT; ARCHITECTURE; SOCIAL HISTORY,BUILDING,MISSOURI,St. Louis (Independent City),St. Louis,634 S. Broadway,https://catalog.archives.gov/id/63820764,08/19/1975,03/29/2007,,,75002137
66000418,,Fort Osage,Listed,Single,FALSE,220, PREHISTORIC; HISTORIC - ABORIGINAL; COMMERCE; HISTORIC - NON-ABORIGINAL; EXPLORATION/SETTLEMENT,DISTRICT,MISSOURI,Sibley,Jackson,N edge of Sibley on the Missouri River,https://catalog.archives.gov/id/63818147,10/15/1966,11/05/1961,,,66000418
87001423,,Gateway Arch,Listed,Single,FALSE,62.2, COMMUNITY PLANNING AND DEVELOPMENT; ENGINEERING; ARCHITECTURE,STRUCTURE,MISSOURI,St. Louis (Independent City),St. Louis,Memorial Dr. between Poplar St. & Eads bridges,https://catalog.archives.gov/id/63818178,05/28/1987,05/28/1987, See Also:Jefferson National Expansion Memorial National Hist,Jefferson National Expansion Memorial National Historic Site,87001423
67000029,,GOLDENROD,Listed,Single,FALSE,0.9, PERFORMING ARTS,STRUCTURE,MISSOURI,St. Louis (Independent City),St. Louis,400 N. Wharf St.,,12/24/1967,12/24/1967, GOLDENROD Showboat,,67000029
66000420,,Graham Cave,Listed,Single,FALSE,135, PREHISTORIC,SITE,MISSOURI,Mineola,Montgomery,0.5 mi. N of Mineola,https://catalog.archives.gov/id/63818159,10/15/1966,01/20/1961, Graham Cave State Park;23-MT-2,,66000420
66000941,,Jefferson National Expansion Memorial National Historic Site,Listed,Single,FALSE,90.9, ART; ENGINEERING; LAW; ARCHITECTURE,DISTRICT,MISSOURI,St. Louis (Independent City),St. Louis,Mississippi River between Washington and Poplar Sts.,https://catalog.archives.gov/id/63820643,10/15/1966,05/28/1987, Old Courthouse;Old Cathedral;See Also:Gateway Arch,Jefferson National Expansion Memorial National Historic Site,66000941
76002235,,"Joplin, Scott, House",Listed,Single,FALSE,0.9, BLACK; PERFORMING ARTS,BUILDING,MISSOURI,St. Louis (Independent City),St. Louis,2658 Delmar Blvd.,https://catalog.archives.gov/id/63818192,12/08/1976,12/08/1976,,,76002235
00001148,,Liberty Memorial,Listed,Single,FALSE,47.5, ARCHITECTURE; LANDSCAPE ARCHITECTURE; ART; SOCIAL HISTORY,SITE,MISSOURI,Kansas City,Jackson,100 W 26th St.,https://catalog.archives.gov/id/63819276,10/06/2000,09/20/2006,,,00001148
71001065,,Missouri Botanical Gardens,Listed,Single,FALSE,75, LANDSCAPE ARCHITECTURE; SCIENCE; ARCHITECTURE,DISTRICT,MISSOURI,St. Louis (Independent City),St. Louis,2345 Tower Grove Ave.,https://catalog.archives.gov/id/63820793,11/19/1971,12/08/1976, Shaw's Garden,,71001065
79001372,,Mutual Musicians' Foundation Building,Listed,Single,FALSE,0.9, BLACK; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,MISSOURI,Kansas City,Jackson,1823 Highland Ave.,https://catalog.archives.gov/id/63819467,02/07/1979,12/21/1981, Mutual Musicians Association Building;Musician's Union Local,,79001372
66000414,,"Patee, John, House",Listed,Single,FALSE,0.9, COMMUNICATIONS,BUILDING,MISSOURI,St. Joseph,Buchanan,12th and Penn Sts.,https://catalog.archives.gov/id/63818140,10/15/1966,11/05/1961, Patee House Museum;Patee House,,66000414
69000111,,"Pershing, Gen. John J., Boyhood Home",Listed,Single,FALSE,0.9, MILITARY,BUILDING,MISSOURI,Laclede,Linn,State and Worlow Sts.,https://catalog.archives.gov/id/63819647,05/21/1969,05/11/1976,,,69000111
66000415,,Research Cave,Listed,Single,TRUE,0.9, PREHISTORIC,SITE,MISSOURI,Portland,Callaway,Address Restricted,,10/15/1966,07/19/1964,,,66000415
66000413,,Sanborn Field and Soil Erosion Plots,Listed,Single,FALSE,5, SCIENCE; AGRICULTURE,SITE,MISSOURI,Columbia,Boone,University of Missouri campus,https://catalog.archives.gov/id/63818138,10/15/1966,07/19/1964,,,66000413
88000437,,Shelley House,Listed,Single,FALSE,0.9, BLACK; LAW; SOCIAL HISTORY,BUILDING,MISSOURI,St. Louis (Independent City),St. Louis,4600 Labadie Ave.,https://catalog.archives.gov/id/63818188,04/18/1988,12/14/1990," Shelley,J. D. and E.,Home;Shelley v. Kraemer House",,88000437
70000888,,St. Louis Union Station,Listed,Single,FALSE,22.5, ENGINEERING; TRANSPORTATION; ARCHITECTURE,BUILDING,MISSOURI,St. Louis (Independent City),St. Louis,18th and Market Sts.,https://catalog.archives.gov/id/63820903,06/15/1970,12/30/1970, Union Station;St. Louis Union Station and Trainshed,,70000888
66000892,,Ste. Genevieve Historic District,Listed,Single,FALSE,0, EXPLORATION/SETTLEMENT; ARCHITECTURE,DISTRICT,MISSOURI,Ste. Genevieve,Ste. Genevieve,Address unknown at this time,https://catalog.archives.gov/id/63818198,10/15/1966,10/09/1960," See Also:Bolduc, Louis, House",,66000892
72001556,,Tower Grove Park,Listed,Single,FALSE,277, LANDSCAPE ARCHITECTURE; ARCHITECTURE,DISTRICT,MISSOURI,St. Louis (Independent City),St. Louis,"Bounded by Magnolia Ave. on N, Grand Blvd. on E, Arsenal St. on S, and Kings Highway Blvd. on W",https://catalog.archives.gov/id/63821103,03/17/1972,12/20/1989, Tower Grove Park of the City of St. Louis,,72001556
71001066,,"Truman, Harry S, Historic District",Listed,Single,FALSE,0, POLITICS/GOVERNMENT,DISTRICT,MISSOURI,Independence,Jackson,"Range 32 West, Township 49 North, Sections 2 and 3; Range 32  West, Township 50 North, Sections 34 and 35.",,11/11/1971,11/11/1971, See Also:Harry S Truman National Historic Site,,71001066
66000419,,"Twain, Mark, Boyhood Home",Listed,Single,FALSE,0.9, LITERATURE,BUILDING,MISSOURI,Hannibal,Marion,206-208 Hill St.,https://catalog.archives.gov/id/63818157,10/15/1966,12/29/1962, Samuel Clemens Boyhood Home,,66000419
68000053,,U.S. Customhouse and Post Office,Listed,Single,FALSE,1.7, ART; POLITICS/GOVERNMENT; ARCHITECTURE,BUILDING,MISSOURI,St. Louis (Independent City),St. Louis,8th and Olive Sts.,https://catalog.archives.gov/id/63820722,11/22/1968,12/30/1970, Old Post Office,,68000053
86000091,,USS INAUGURAL (fleet minesweeper),Removed,Single,FALSE,0.9, MILITARY,STRUCTURE,MISSOURI,St. Louis (Independent City),St. Louis,300 N. Wharf St.,,,01/14/1986, AM-242,,86000091
66000424,,Utz Site,Listed,Single,TRUE,280, PREHISTORIC; HISTORIC - ABORIGINAL,SITE,MISSOURI,Marshall,Saline,Address Restricted,,10/15/1966,07/19/1964, 23SA2,,66000424
68000054,,Wainwright Building,Listed,Single,FALSE,0.9, ARCHITECTURE,BUILDING,MISSOURI,St. Louis (Independent City),St. Louis,709 Chestnut St.,https://catalog.archives.gov/id/63818176,05/23/1968,05/23/1968,,,68000054
79003636,,Washington University Hilltop Campus Historic District,Listed,Single,FALSE,58, LANDSCAPE ARCHITECTURE; ENTERTAINMENT/RECREATION; EDUCATION; SCIENCE; ARCHITECTURE,DISTRICT,MISSOURI,St. Louis (Independent City),St. Louis,"Roughly bounded by Big Bend, Forsyth, Skinker, and Millbrook Blvds.",https://catalog.archives.gov/id/63820340,01/12/1979,02/27/1987, Washington University Hilltop Campus Historic District Natio,,79003636
66000416,,Watkins Mill,Listed,Single,FALSE,560, INDUSTRY,DISTRICT,MISSOURI,Excelsior,Clay,6 mi. NW of Excelsior,https://catalog.archives.gov/id/63818631,11/13/1966,11/13/1966,,,66000416
66000416,ADNL,Watkins Mill,Done,NHL Updated Documentation,FALSE,560, INDUSTRY,district,MISSOURI,Excelsior,Clay,6 mi. NW of Excelsior,,,09/02/2024,,,66000416
68000030,,Westminster College Gymnasium,Listed,Single,FALSE,0.9, POLITICS/GOVERNMENT,BUILDING,MISSOURI,Fulton,Callaway,Westminster College campus,https://catalog.archives.gov/id/63818142,05/23/1968,05/23/1968,,,68000030
79003205,AD,White Haven (Additional Documentation),Returned,Add.Doc.,TRUE,9.9, MILITARY; EXPLORATION/SETTLEMENT; POLITICS/GOVERNMENT; ARCHITECTURE; SOCIAL HISTORY,building,MISSOURI,St. Louis,St. Louis,Address Restricted,https://catalog.archives.gov/id/63820360,04/04/1979,06/23/1986, Grant-Dent House,,79003205
79003205,,White Haven; Ulysses S. Grant National Historic Site,Listed,Single,FALSE,9.9, MILITARY; EXPLORATION/SETTLEMENT; POLITICS/GOVERNMENT; ARCHITECTURE; SOCIAL HISTORY,BUILDING,MISSOURI,Grantwood Village,St. Louis,9060 Whitehaven Dr. or 7400 Grant Street,https://catalog.archives.gov/id/63820360,04/04/1979,06/23/1986, Grant-Dent House,,79003205
70000353,,"Wilder, Laura Ingalls, House",Listed,Single,FALSE,9.9, LITERATURE,BUILDING,MISSOURI,Mansfield,Wright,1 mi. E of Mansfield on U.S. Business 60,https://catalog.archives.gov/id/63821230,05/19/1970,07/17/1991, Rocky Ridge Farm,,70000353
